"source","source_id","app","author","date_iso","country","rating","title","body","url","parent_id","score_or_upvotes","raw_json"
"app_store","14100006098","flow_music","Kwottley","2026-05-24T02:53:58-07:00","us","5","This takes Flow Music next level!","Wow, I am really impressed with this app, I have been using it for a few days now. It is feature complete with Flow music web and the app just works. It really is music creation in your pocket and on the go!","https://itunes.apple.com/us/reviews/id39194905","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id39194905""}, ""name"": {""label"": ""Kwottley""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-24T02:53:58-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14100006098""}, ""title"": {""label"": ""This takes Flow Music next level!""}, ""content"": {""label"": ""Wow, I am really impressed with this app, I have been using it for a few days now. It is feature complete with Flow music web and the app just works. It really is music creation in your pocket and on the go!"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""1""}}"
"app_store","14099700083","flow_music","Smokinfrenchman","2026-05-24T00:42:03-07:00","us","5","Creative Sweet Spot Unlocked","I’ve been wanting to do music videos my whole life and felt AI would be the closest to accomplishing that. I did try a few times to accomplish that with Veo Flow but couldn’t quite get it right. The fact they’ve taken their music generating and combined it with Veo capability is low there read my mind on something I was trying to do last year but couldn’t. And the it also solved the problem with copyright as I can now achieve it with my own AI generated music without having to use existing tracks that would like jst cause flagging when YouTube posted. The vids from a technical/continuity perspective have some polish just like Veo but the potential is there. Will just depend on Google and how well they invest in it. But clearly shows promise of serving a niche that Suno currently does not with the music/visual fusion. Please don’t let this concept die like openAI did with Sora!","https://itunes.apple.com/us/reviews/id1116271112","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id1116271112""}, ""name"": {""label"": ""Smokinfrenchman""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-24T00:42:03-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14099700083""}, ""title"": {""label"": ""Creative Sweet Spot Unlocked""}, ""content"": {""label"": ""I’ve been wanting to do music videos my whole life and felt AI would be the closest to accomplishing that. I did try a few times to accomplish that with Veo Flow but couldn’t quite get it right. The fact they’ve taken their music generating and combined it with Veo capability is low there read my mind on something I was trying to do last year but couldn’t. And the it also solved the problem with copyright as I can now achieve it with my own AI generated music without having to use existing tracks that would like jst cause flagging when YouTube posted. The vids from a technical/continuity perspective have some polish just like Veo but the potential is there. Will just depend on Google and how well they invest in it. But clearly shows promise of serving a niche that Suno currently does not with the music/visual fusion. Please don’t let this concept die like openAI did with Sora!"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""0""}}"
"app_store","14097076133","flow_music","Fame_O","2026-05-23T08:02:12-07:00","us","1","Like going back to 2001","Google Flow music is like Acid Music 2001, but with an AI that behaves like a drunk intern who keeps touching the mixer after you told him not to.

I was hoping this would edit an existing song. It only added weird reverb. Then it said it couldn’t edit the file, but could recreate a new one. The new one sounded nothing like my upload—the lyrics were completely different. I don’t expect this from Google. This was like using a generic music generator that doesn’t work.
Then I tried to upload my song for a music video—It can’t do that. 
I signed up for a paid subscription. I expect much better from a big company. This app performs like a generic indie app.

Big record labels are losers. They are doing everything to stop awesome music A.I. like Suno, and the streaming platforms are helping them suppress AI music. If they get their way, we will be back in the Stone Age using this garbage.","https://itunes.apple.com/us/reviews/id364818621","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id364818621""}, ""name"": {""label"": ""Fame_O""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-23T08:02:12-07:00""}, ""im:rating"": {""label"": ""1""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14097076133""}, ""title"": {""label"": ""Like going back to 2001""}, ""content"": {""label"": ""Google Flow music is like Acid Music 2001, but with an AI that behaves like a drunk intern who keeps touching the mixer after you told him not to.\n\nI was hoping this would edit an existing song. It only added weird reverb. Then it said it couldn’t edit the file, but could recreate a new one. The new one sounded nothing like my upload—the lyrics were completely different. I don’t expect this from Google. This was like using a generic music generator that doesn’t work.\nThen I tried to upload my song for a music video—It can’t do that. \nI signed up for a paid subscription. I expect much better from a big company. This app performs like a generic indie app.\n\nBig record labels are losers. They are doing everything to stop awesome music A.I. like Suno, and the streaming platforms are helping them suppress AI music. If they get their way, we will be back in the Stone Age using this garbage."", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""4""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""7""}}"
"app_store","14091164164","flow_music","Logging me out😒😒","2026-05-21T17:40:58-07:00","us","1","Won’t let me in","I been having an account on this app since i was 13 and i didn’t have any problems with it however now that i’m 15 years old I tried using my account and it logged me out every time saying their working on letting people under 18 use the app even though it’s a 13+ app","https://itunes.apple.com/us/reviews/id1670153976","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id1670153976""}, ""name"": {""label"": ""Logging me out😒😒""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-21T17:40:58-07:00""}, ""im:rating"": {""label"": ""1""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14091164164""}, ""title"": {""label"": ""Won’t let me in""}, ""content"": {""label"": ""I been having an account on this app since i was 13 and i didn’t have any problems with it however now that i’m 15 years old I tried using my account and it logged me out every time saying their working on letting people under 18 use the app even though it’s a 13+ app"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""1""}}"
"app_store","14084498751","flow_music","Uptick Media","2026-05-19T22:23:15-07:00","us","5","Incredible App","This is a game changer.  Make your music.  Your way.  Welcome to awesomeness!","https://itunes.apple.com/us/reviews/id304887175","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id304887175""}, ""name"": {""label"": ""Uptick Media""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-19T22:23:15-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14084498751""}, ""title"": {""label"": ""Incredible App""}, ""content"": {""label"": ""This is a game changer.  Make your music.  Your way.  Welcome to awesomeness!"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""0""}}"
"app_store","14083271812","flow_music","cyaneye123","2026-05-19T13:30:51-07:00","us","1","Cringe slop music","Cringy lyrics, weird album art and the music is mixed poorly. Maybe one day we’ll have good ai music but man just open Spotify. We are not there yet at all","https://itunes.apple.com/us/reviews/id1326141139","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id1326141139""}, ""name"": {""label"": ""cyaneye123""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-19T13:30:51-07:00""}, ""im:rating"": {""label"": ""1""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14083271812""}, ""title"": {""label"": ""Cringe slop music""}, ""content"": {""label"": ""Cringy lyrics, weird album art and the music is mixed poorly. Maybe one day we’ll have good ai music but man just open Spotify. We are not there yet at all"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""1""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""2""}}"
"app_store","14082978795","flow_music","Cooljagbro","2026-05-19T11:42:36-07:00","us","5","So good","Literally bordem suced away this app is so fun higly recommend and they sound like they were made by humans it sound so good and it understands you so well","https://itunes.apple.com/us/reviews/id1123905884","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id1123905884""}, ""name"": {""label"": ""Cooljagbro""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-19T11:42:36-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14082978795""}, ""title"": {""label"": ""So good""}, ""content"": {""label"": ""Literally bordem suced away this app is so fun higly recommend and they sound like they were made by humans it sound so good and it understands you so well"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""0""}}"
"app_store","14081798006","flow_music","EliasRoman1","2026-05-19T05:15:13-07:00","us","5","Make music you’re proud to play","Flow Music gives you a co-pilot at every step of making a song, from brainstorming the concept to riffing on the lyrics to generating and editing the music. And you can “vibe code” whatever tool or effects you want, to make the product suit your flow. I hope you love it!","https://itunes.apple.com/us/reviews/id681228828","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id681228828""}, ""name"": {""label"": ""EliasRoman1""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-19T05:15:13-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14081798006""}, ""title"": {""label"": ""Make music you’re proud to play""}, ""content"": {""label"": ""Flow Music gives you a co-pilot at every step of making a song, from brainstorming the concept to riffing on the lyrics to generating and editing the music. And you can “vibe code” whatever tool or effects you want, to make the product suit your flow. I hope you love it!"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""0""}}"
"app_store","14081455202","flow_music","C_Sinclair","2026-05-19T03:02:16-07:00","us","5","Here We Go Again 🤠🫠","Hopefully they actually stick with this idea instead of throwing it in the trash a year or two in like so many other promising apps !","https://itunes.apple.com/us/reviews/id802903580","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id802903580""}, ""name"": {""label"": ""C_Sinclair""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-19T03:02:16-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14081455202""}, ""title"": {""label"": ""Here We Go Again 🤠🫠""}, ""content"": {""label"": ""Hopefully they actually stick with this idea instead of throwing it in the trash a year or two in like so many other promising apps !"", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""6""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""10""}}"
"app_store","14079685928","flow_music","CCL4lyfe","2026-05-18T13:29:22-07:00","us","5","amazing music!!","easy to use and I’m liking the music outputs so far.","https://itunes.apple.com/us/reviews/id137538353","","","{""author"": {""uri"": {""label"": ""https://itunes.apple.com/us/reviews/id137538353""}, ""name"": {""label"": ""CCL4lyfe""}, ""label"": """"}, ""updated"": {""label"": ""2026-05-18T13:29:22-07:00""}, ""im:rating"": {""label"": ""5""}, ""im:version"": {""label"": ""1.2.79""}, ""id"": {""label"": ""14079685928""}, ""title"": {""label"": ""amazing music!!""}, ""content"": {""label"": ""easy to use and I’m liking the music outputs so far."", ""attributes"": {""type"": ""text""}}, ""link"": {""attributes"": {""rel"": ""related"", ""href"": ""https://itunes.apple.com/us/review?id=6760315723&type=Purple%20Software""}}, ""im:voteSum"": {""label"": ""0""}, ""im:contentType"": {""attributes"": {""term"": ""Application"", ""label"": ""Application""}}, ""im:voteCount"": {""label"": ""1""}}"
